nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8,X9,XT,IP Sem 1,IP Sem 2,Predikat Semester 1,Predikat Semester 2
4180241940,P,Reguler,SMAN 2 CIAMIS,Kab Ciamis,Jawa Barat,MANAJEMEN,Tidak Memilih,102,82.7,Tidak Lulus,Tidak Lulus,10.6,10.3,1,0,10.3,10.3,10.3,10.3,10,73.2,,,,
4180242209,P,Bidik Misi,MAN AWIPARI,Kota Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,KESEHATAN MASYARAKAT,131,82.47,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180242238,L,Bidik Misi,SMK MANANGGA PRATAMA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK SIPIL ,126,84.12,Tidak Lulus,Tidak Lulus,10.5,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75.3,,,,
4180242286,L,Bidik Misi,SMAN 3 CIREBON,Kota Cirebon,Jawa Barat,ILMU POLITIK,PENDIDIKAN LUAR SEKOLAH,218,81.16,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.5,,,,
4180242322,P,Bidik Misi,SMAS CILEDUG TAROGONG,Kab Garut,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,66,80.79,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,9.4,71.1,,,,
4180242480,P,Bidik Misi,SMAN 19 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,145,80.26,Tidak Lulus,Tidak Lulus,10.2,10,1,0,10,10,10,10,9.4,70.7,,,,
4180242599,L,Reguler,SMKN 1 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,TEKNIK SIPIL ,160,82.33,Tidak Lulus,Tidak Lulus,10.2,10.3,1,0,10.3,10.3,10.3,10.3,9.4,72,,,,
4180242610,L,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,TEKNIK SIPIL ,KESEHATAN MASYARAKAT,170,85.55,Tidak Lulus,Tidak Lulus,10.8,10.7,1,0,10.7,10.7,10.7,10.7,10,75.3,,,,
4180242637,P,Reguler,SMAN 1 LURAGUNG,Kab Kuningan,Jawa Barat,AKUNTANSI,MANAJEMEN,182,80.39,Tidak Lulus,Tidak Lulus,10.2,10,1,0,10,10,10,10,7.5,68.9,,,,
4180242996,P,Reguler,SMAN 19 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,145,82.83,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,9.4,72.5,,,,
4180243695,P,Bidik Misi,SMKN 2 CIAMIS,Kab Ciamis,Jawa Barat,AKUNTANSI,TEKNIK INFORMATIKA,68,84.09,Tidak Lulus,Tidak Lulus,10.4,10.5,1,0,10.5,10.5,10.5,10.5,10,73.9,,,,
4180243769,L,Reguler,SMAN 14 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI ,TEKNIK ELEKTRO ,159,76.38,Tidak Lulus,Tidak Lulus,9.7,9.5,1,0,9.5,9.5,9.5,9.5,9.4,67.8,,,,
4180243984,P,Bidik Misi,SMAN 10 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN FISIKA,106,85.72,Tidak Lulus,Tidak Lulus,10.8,10.7,1,0,10.7,10.7,10.7,10.7,11.3,76.6,,,,
4180116113,P,Reguler,SMAN 1 PANGANDARAN,Kab Ciamis,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,Tidak Memilih,213,88.65,PENDIDIKAN BAHASA INGGRIS,pil_1,11.2,11.1,1,0,11.1,11.1,11.1,11.1,10,77.6,3.52,3.81,,
4180244238,P,Reguler,SMA NEGERI 1 ADIPALA,Kab Cilacap,Jawa Tengah,AGRIBISNIS ,AGROTEKNOLOGI ,113,80.71,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.2,,,,
4180244469,P,Bidik Misi,SMA NEGERI 2 KROYA,Kab Cilacap,Jawa Tengah,MANAJEMEN,AGRIBISNIS ,45,81.58,Tidak Lulus,Tidak Lulus,10.2,10.2,1,0,10.2,10.2,10.2,10.2,7.5,68.7,,,,
4180244506,L,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,EKONOMI PEMBANGUNAN,187,82.32,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.2,,,,
4180244816,L,Reguler,SMA AL MUTTAQIN,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,58,87.53,MANAJEMEN,pil_1,11,10.9,1,0,10.9,10.9,10.9,10.9,11.3,78,2.14,2.81,,
4180244830,P,Reguler,SMA MANGGALA,Kab Bandung,Jawa Barat,GIZI,AGRIBISNIS ,45,83.7,Tidak Lulus,Tidak Lulus,10.4,10.5,1,0,10.5,10.5,10.5,10.5,6.3,68.9,,,,
4180245334,P,Bidik Misi,SMKN 1 PUTRI HIJAU,Kab Bengkulu Utara,Bengkulu,TEKNIK INFORMATIKA,MANAJEMEN,75,81.15,Tidak Lulus,Tidak Lulus,10.4,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.6,,,,
4180245612,P,Reguler,SMAN 2 BANJARSARI,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,AKUNTANSI,76,85.67,KESEHATAN MASYARAKAT,pil_1,10.8,10.7,1,0,10.7,10.7,10.7,10.7,10,75.4,3.57,3.76,,
4180245703,P,Reguler,SMAS MUTIARA BARU,Kota Bekasi,Jawa Barat,MANAJEMEN,Tidak Memilih,73,84.11,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.7,,,,
4180245789,P,Bidik Misi,MAN 2 INDRAMAYU,Kab Indramayu,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN BIOLOGI,61,84.17,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.7,,,,
4180245996,P,Bidik Misi,SMA NEGERI 2 KROYA,Kab Cilacap,Jawa Tengah,PENDIDIKAN MATEMATIKA,MANAJEMEN,45,79.97,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,7.5,68.6,,,,
4180246083,L,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,EKONOMI PEMBANGUNAN,187,81.39,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.5,,,,
4180246210,L,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,187,80.54,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,11.3,72.9,,,,
4180246351,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,GIZI,KESEHATAN MASYARAKAT,209,84.37,GIZI,pil_1,10.8,10.5,1,0,10.5,10.5,10.5,10.5,10.6,75.1,2.9,3.38,,
4180246628,L,Reguler,SMAS BINA BANGSA SEJAHTERA,Kota Bogor,Jawa Barat,MANAJEMEN,Tidak Memilih,74,80.27,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,7.5,68.8,,,,
4180246683,P,Bidik Misi,SMAN 10 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,AGRIBISNIS ,106,83.33,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,11.3,73.9,,,,
4180130756,P,Reguler,SMAN 5 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,Tidak Memilih,224,85.08,PENDIDIKAN BAHASA INGGRIS,pil_1,10.8,10.6,1,0,10.6,10.6,10.6,10.6,11.3,76.3,3.19,3.33,,
4180246761,P,Reguler,SMAN 3 BANJAR,Kota Banjar,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,148,80.87,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,10,71.7,,,,
4180246881,L,Reguler,SMAS SULUH JAKARTA,Kota Jakarta Selatan,DKI Jakarta,MANAJEMEN,EKONOMI PEMBANGUNAN,179,81.13,Tidak Lulus,Tidak Lulus,10.4,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.6,,,,
4180246965,P,Bidik Misi,SMKN 2 SUKABUMI,Kota Sukabumi,Jawa Barat,EKONOMI PEMBANGUNAN,MANAJEMEN,102,87.23,Tidak Lulus,Tidak Lulus,10.4,10.9,1,0,10.9,10.9,10.9,10.9,7.5,73.4,,,,
4180247005,P,Reguler,SMAN 1 BANJARSARI,Kab Ciamis,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN BIOLOGI,237,85.55,PENDIDIKAN MATEMATIKA,pil_1,10.8,10.7,1,0,10.7,10.7,10.7,10.7,10,75.3,3.19,2.95,,
4180247028,P,Bidik Misi,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,114,79.23,Tidak Lulus,Tidak Lulus,10.8,9.9,1,0,9.9,9.9,9.9,9.9,10,71.3,,,,
4180247239,P,Bidik Misi,SMAN 1 SAMPANG,Kab Cilacap,Jawa Tengah,PENDIDIKAN LUAR SEKOLAH,EKONOMI PEMBANGUNAN,125,79.66,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,7.5,68.4,,,,
4180247274,P,Reguler,SMAN 3 CIREBON,Kota Cirebon,Jawa Barat,GIZI,Tidak Memilih,252,82.57,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,7.5,70.6,,,,
4180247386,L,Bidik Misi,SMKN 5 PANGALENGAN,Kab Bandung,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,198,79.96,Tidak Lulus,Tidak Lulus,10.5,10,1,0,10,10,10,10,7.5,69,,,,
4180247424,L,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN GEOGRAFI,183,80.77,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,11.3,73,,,,
4180247657,P,Reguler,SMKN 2 CIAMIS,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,68,83.2,Tidak Lulus,Tidak Lulus,10.2,10.4,1,0,10.4,10.4,10.4,10.4,10,73.2,,,,
4180248103,L,Reguler,SMAS PLUS INFORMATIKA,Kab Ciamis,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,78,83.06,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10,73.5,,,,
4180248202,P,Bidik Misi,SMAN 2 BABELAN,Kab Bekasi,Jawa Barat,EKONOMI SYARIAH,PENDIDIKAN GEOGRAFI,147,83.7,Tidak Lulus,Tidak Lulus,10.5,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.3,,,,
4180248339,P,Bidik Misi,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS ,Tidak Memilih,209,85.41,Tidak Lulus,Tidak Lulus,10.8,10.7,1,0,10.7,10.7,10.7,10.7,10.6,74.8,,,,
4180151369,P,Reguler,SMAN 7 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,KESEHATAN MASYARAKAT,155,82.34,PENDIDIKAN BAHASA INGGRIS,pil_1,10.4,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.1,3.33,3.52,,
4180248474,L,Bidik Misi,SMKS PLUS AL HASANAH,Kab Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,MANAJEMEN,42,81.69,Tidak Lulus,Tidak Lulus,10.5,10.2,1.1,0,10.2,10.2,10.2,10.2,10.6,73.3,,,,
4180248485,P,Reguler,SMKN 1 PADAHERANG,Kab Ciamis,Jawa Barat,MANAJEMEN,Tidak Memilih,99,79.09,Tidak Lulus,Tidak Lulus,10.5,9.9,1,0,9.9,9.9,9.9,9.9,10,70.9,,,,
4180248660,L,Reguler,SMAS PASUNDAN 1 BANDUNG,Kota Bandung,Jawa Barat,MANAJEMEN,Tidak Memilih,219,88.98,Tidak Lulus,Tidak Lulus,11.1,11.1,1,0,11.1,11.1,11.1,11.1,7.5,75.2,,,,
4180248661,P,Reguler,SMA AL MUTTAQIN,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,KESEHATAN MASYARAKAT,107,85.62,Tidak Lulus,Tidak Lulus,10.9,10.7,1,0,10.7,10.7,10.7,10.7,11.3,76.7,,,,
4180164807,P,Reguler,SMAN 16 GARUT,Kab Garut,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,190,85.41,PENDIDIKAN BAHASA INGGRIS,pil_1,10.8,10.7,1,0,10.7,10.7,10.7,10.7,9.4,74.6,3.43,3.67,,
4180249177,P,Bidik Misi,SMAN 3 CIAMIS,Kab Ciamis,Jawa Barat,MANAJEMEN,AKUNTANSI,106,85.07,Tidak Lulus,Tidak Lulus,10.7,10.6,1,0,10.6,10.6,10.6,10.6,10,74.9,,,,
4180249197,L,Bidik Misi,SMAS AL KHOLILIYAH,Kab Sukabumi,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,50,85.48,Tidak Lulus,Tidak Lulus,10.6,10.7,1,0,10.7,10.7,10.7,10.7,7.5,72.5,,,,
4180249228,L,Bidik Misi,SMAN 1 PARUNG KUDA,Kab Sukabumi,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,143,86.05,Tidak Lulus,Tidak Lulus,10.9,10.8,1.1,0,10.8,10.8,10.8,10.8,7.5,73.3,,,,
4180249295,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,ILMU POLITIK,AGRIBISNIS ,183,79.13,Tidak Lulus,Tidak Lulus,10.1,9.9,1,0,9.9,9.9,9.9,9.9,11.3,70.8,,,,
4180165113,P,Reguler,SMAN 8 GARUT,Kab Garut,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,168,85.25,PENDIDIKAN BAHASA INGGRIS,pil_1,10.8,10.7,1,0,10.7,10.7,10.7,10.7,9.4,74.4,2.9,3.43,,
4180249371,P,Bidik Misi,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,AGROTEKNOLOGI ,204,84.78,Tidak Lulus,Tidak Lulus,10.8,10.6,1.1,0,10.6,10.6,10.6,10.6,10.6,75.4,,,,
4180249684,P,Bidik Misi,SMAN 10 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,PENDIDIKAN MATEMATIKA,106,84.67,Tidak Lulus,Tidak Lulus,10.6,10.6,1,0,10.6,10.6,10.6,10.6,11.3,75.8,,,,
4180249742,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,187,80.34,Tidak Lulus,Tidak Lulus,10.2,10,1,0,10,10,10,10,11.3,72.6,,,,
4180250100,P,Bidik Misi,SMAN 16 GARUT,Kab Garut,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN LUAR SEKOLAH,190,83.51,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,9.4,73.1,,,,
4180250214,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,132,84.1,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5,10.6,74.9,,,,
4180250219,P,Reguler,MAN 2 GARUT,Kab Garut,Jawa Barat,PENDIDIKAN GEOGRAFI,AKUNTANSI,98,80.96,PENDIDIKAN GEOGRAFI,pil_1,9.9,10.1,1,0,10.1,10.1,10.1,10.1,9.4,70.9,3.1,3,,
4180250492,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI ,Tidak Memilih,170,82.97,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10,73.3,,,,
4180250493,L,Bidik Misi,SMKS PLUS AL HASANAH,Kab Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,42,81.55,Tidak Lulus,Tidak Lulus,10.5,10.2,1.1,0,10.2,10.2,10.2,10.2,10.6,73.2,,,,
4180250661,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,TEKNIK SIPIL ,170,83.27,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10,73.6,,,,
4180250684,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,170,81.87,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,10,72.6,,,,
4180250701,P,Reguler,SMAS ISLAM CIPASUNG,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI SYARIAH,135,84.22,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,10.6,74.9,,,,
4180169647,P,Reguler,SMAS PLUS PESANTREN AMANAH MUHAMMDIYAH,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,Tidak Memilih,33,84.57,PENDIDIKAN BAHASA INGGRIS,pil_1,10.6,10.6,1,0,10.6,10.6,10.6,10.6,11.3,75.7,3.62,3.67,,
4180250843,L,Reguler,SMAN 29 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,EKONOMI SYARIAH,64,81.75,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,9.4,71.7,,,,
4180251289,L,Bidik Misi,SMAS BAITUL HIKMAH TAROGONG KALER,Kab Garut,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,21,81.57,Tidak Lulus,Tidak Lulus,10.3,10.2,1.2,0,10.2,10.2,10.2,10.2,9.4,71.8,,,,
4180251422,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,AKUNTANSI,AGRIBISNIS ,170,83.15,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4,10,72.5,,,,
4180175246,P,Reguler,SMAN 2 CIAMIS,Kab Ciamis,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,ILMU POLITIK,102,85.18,PENDIDIKAN BAHASA INGGRIS,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6,10,74.9,3.57,3.57,,
4180251984,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,AGRIBISNIS ,170,82.14,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,10,71.8,,,,
4180252016,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,MANAJEMEN,183,79.23,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9,11.3,71.8,,,,
4180252108,P,Reguler,SMA AL MUTTAQIN,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,Tidak Memilih,107,86.14,AKUNTANSI,pil_1,10.8,10.8,1,0,10.8,10.8,10.8,10.8,11.3,76.9,3,3.17,,
4180177725,P,Reguler,MAS CILENDEK,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS,PENDIDIKAN SEJARAH,12,91.72,PENDIDIKAN BAHASA INGGRIS,pil_1,11.6,11.5,1,0,11.5,11.5,11.5,11.5,11.3,81.2,2.81,2.52,,
4180252134,P,Bidik Misi,SMAN 1 LURAGUNG,Kab Kuningan,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN FISIKA,152,81.87,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,7.5,70,,,,
4180252146,P,Reguler,SMAN 22 SURABAYA,Kota Surabaya,Jawa Timur,MANAJEMEN,AGRIBISNIS ,135,76.46,Tidak Lulus,Tidak Lulus,9.5,9.6,1,0,9.6,9.6,9.6,9.6,7.5,64.8,,,,
4180252554,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI ,PENDIDIKAN SEJARAH,170,82.2,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3,10,72.8,,,,
4180252562,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,183,79.33,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9,11.3,71.9,,,,
4180252569,P,Bidik Misi,SMAN 1 CIHAURBEUTI,Kab Ciamis,Jawa Barat,PENDIDIKAN MATEMATIKA,MANAJEMEN,170,84.45,Tidak Lulus,Tidak Lulus,10.7,10.6,1,0,10.6,10.6,10.6,10.6,10,74.5,,,,
4180252797,L,Reguler,SMAN 3 BANJAR,Kota Banjar,Jawa Barat,EKONOMI PEMBANGUNAN,MANAJEMEN,131,78.84,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9,10,70.2,,,,
4180252798,L,Reguler,SMAS ISLAM DARUSALAM,Kota Bekasi,Jawa Barat,MANAJEMEN,ILMU POLITIK,47,76.43,Tidak Lulus,Tidak Lulus,9.8,9.6,1,0,9.6,9.6,9.6,9.6,7.5,66.1,,,,
4180252803,L,Reguler,SMAN 1 MAJA,Kab Majalengka,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,131,80.79,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.2,,,,
4180252883,P,Reguler,SMAN 3 PURWAKARTA,Kab Purwakarta,Jawa Barat,AKUNTANSI,Tidak Memilih,189,81.58,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,7.5,69.9,,,,
4180252916,P,Bidik Misi,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,EKONOMI PEMBANGUNAN,157,85.14,Tidak Lulus,Tidak Lulus,10.4,10.6,1,0,10.6,10.6,10.6,10.6,10,74.6,,,,
4180252950,P,Bidik Misi,SMAN 1 LOHBENER,Kab Indramayu,Jawa Barat,AGRIBISNIS ,AKUNTANSI,133,81.85,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,7.5,69,,,,
4180252999,P,Reguler,SMAS PGRI 1 BEKASI,Kota Bekasi,Jawa Barat,TEKNIK SIPIL ,AGROTEKNOLOGI ,125,83.55,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,7.5,71.3,,,,
4180253011,L,Reguler,MAS NU,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK SIPIL ,55,83.42,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,11.3,74.9,,,,
4180253117,P,Bidik Misi,SMAN 1 BANTARUJEG,Kab Majalengka,Jawa Barat,AGROTEKNOLOGI ,PENDIDIKAN BAHASA INGGRIS ,92,81.67,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,7.5,69.9,,,,
4180253137,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,EKONOMI SYARIAH,132,84.74,EKONOMI PEMBANGUNAN,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6,10.6,75.3,2.73,3.05,,
4180253179,P,Bidik Misi,SMAN 1 LURAGUNG,Kab Kuningan,Jawa Barat,TEKNIK SIPIL ,PENDIDIKAN MATEMATIKA,152,80.29,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,7.5,68.8,,,,
4180253407,L,Reguler,SMKN 1 GARUT,Kab Garut,Jawa Barat,EKONOMI SYARIAH,TEKNIK SIPIL ,193,85.92,EKONOMI SYARIAH,pil_1,10.1,10.7,1,0,10.7,10.7,10.7,10.7,9.4,74.2,3.52,3.81,,
4180253459,P,Reguler,MAN 1 BOGOR,Kota Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,155,80.93,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.3,,,,
4180253497,P,Reguler,SMAN 2 CIAMIS,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,PENDIDIKAN BAHASA INGGRIS ,252,84.64,Tidak Lulus,Tidak Lulus,10.7,10.6,1.1,0,10.6,10.6,10.6,10.6,10,74.7,,,,
4180253990,P,Reguler,SMAS PGRI 1 BEKASI,Kota Bekasi,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,125,84.2,Tidak Lulus,Tidak Lulus,5.3,5.3,1,0,5.3,5.3,5.3,5.3,3.8,36.4,,,,
4180254063,L,Reguler,SMAN 2 PADALARANG,Kab Bandung Barat,Jawa Barat,AGRIBISNIS ,AKUNTANSI,299,82.69,Tidak Lulus,Tidak Lulus,5.2,5.2,1,0,5.2,5.2,5.2,5.2,3.8,34.8,,,,
4180254607,P,Reguler,SMAS YKBBB LELES,Kab Garut,Jawa Barat,PENDIDIKAN EKONOMI,EKONOMI SYARIAH,92,84.74,Tidak Lulus,Tidak Lulus,5.3,5.3,1,0,5.3,5.3,5.3,5.3,4.7,37.5,,,,
4180254915,L,Bidik Misi,SMAS TULUS BHAKTI,Kota Bekasi,Jawa Barat,PENDIDIKAN GEOGRAFI,Tidak Memilih,87,88.42,Tidak Lulus,Tidak Lulus,5.7,5.5,1,0,5.5,5.5,5.5,5.5,3.8,38.1,,,,
4180255399,P,Reguler,SMAN 2 PADALARANG,Kab Bandung Barat,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN BAHASA INGGRIS ,358,82.38,Tidak Lulus,Tidak Lulus,5.2,5.1,1,0,5.1,5.1,5.1,5.1,3.8,35.7,,,,
4180255492,P,Reguler,SMAS YKBBB LELES,Kab Garut,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN SEJARAH,92,80.79,Tidak Lulus,Tidak Lulus,5,5,1,0,5,5,5,5,4.7,36,,,,
4180255771,P,Reguler,SMAN 1 CIKARANG BARAT,Kab Bekasi,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN MATEMATIKA,189,80.4,Tidak Lulus,Tidak Lulus,5.1,5,1,0,5,5,5,5,3.8,35,,,,
